epoch,acc,loss,val_acc,val_loss
0,0.488977955948,8.00117086972,0.483974358974,8.31735059543
1,0.533066132276,7.40197697718,0.711538461538,4.23935472048
2,0.563927855783,6.88857433629,0.75,3.72305809503
3,0.578757515173,6.65413551827,0.516025641026,7.71570574015
4,0.549498998139,7.17283983364,0.516025641026,7.71570574015
5,0.541482966075,7.29210686196,0.516025641026,7.71570574015
6,0.539078156348,7.33755976576,0.516025641026,7.71570574015
7,0.569539078252,6.84133408992,0.522435897436,7.54958046705
8,0.625250501074,5.95571716534,0.701923076923,4.73239365737
9,0.614829659438,6.12200710797,0.68108974359,5.080744077
10,0.639278557138,5.70306892987,0.559294871795,6.97694672682
11,0.64809619248,5.56571372841,0.649038461538,5.58339739916
12,0.668136272641,5.28920671582,0.753205128205,3.91642285463
13,0.671342685466,5.23074744077,0.689102564103,4.93398134831
14,0.680160320737,5.06464407258,0.762820512821,3.76432228547
15,0.697394789722,4.81699407134,0.748397435897,4.03040022116
16,0.679759519086,5.09486260538,0.721153846154,4.44342045906
17,0.695791583262,4.82842909834,0.753205128205,3.92198635217
18,0.710621242604,4.59370451318,0.737179487179,4.20826729139
19,0.724248497042,4.39520631335,0.740384615385,4.15119920633
20,0.728256513098,4.32066955923,0.75,4.00046408482
21,0.715430861819,4.51196740052,0.766025641026,3.74109604114
22,0.731863727503,4.27731435414,0.701923076923,4.79880098196
23,0.743887775647,4.08133611055,0.777243589744,3.52281864943
24,0.717434869811,4.47274185623,0.785256410256,3.44070168336
25,0.750300601298,3.98765471477,0.746794871795,3.99985352541
26,0.725851703502,4.37191582753,0.774038461538,3.61866768813
27,0.743086172369,4.09328642268,0.783653846154,3.47105165628
28,0.729859719558,4.29522421709,0.766025641026,3.75969279118
29,0.726653306709,4.3342501056,0.772435897436,3.63373984587
30,0.744288577202,4.07230132491,0.790064102564,3.35182736623
31,0.734268537146,4.25159841033,0.761217948718,3.82079293789
32,0.730661322741,4.31949779695,0.793269230769,3.31491725109
33,0.730260521138,4.32797012023,0.790064102564,3.34915807786
34,0.756312625274,3.89071763264,0.786858974359,3.41177396438
35,0.758717434941,3.8337699734,0.788461538462,3.38779229079
36,0.758717434989,3.84523025476,0.777243589744,3.56168976961
37,0.752705410965,3.93709985764,0.772435897436,3.63776999406
38,0.768336673418,3.70957065125,0.785256410256,3.42435148435
39,0.770741483038,3.66049295031,0.786858974359,3.41346346721
