epoch,acc,loss,val_acc,val_loss
0,0.528309409888,7.42862993336,0.536682615725,7.386384313
1,0.530801435407,7.44403203338,0.536682615725,7.386384313
2,0.53528708134,7.38495259783,0.536682615725,7.386384313
3,0.551933811802,7.12628217728,0.536682615725,7.386384313
4,0.570972886762,6.82997808026,0.610047846795,6.18681865712
5,0.559409888357,7.03413641995,0.463317384418,8.6503016808
6,0.562799043062,6.99383692317,0.668261562903,5.2826771257
7,0.598484848485,6.40985880913,0.721291866029,4.45014111467
8,0.603070175439,6.35140557647,0.595295055821,6.50059189789
9,0.625,5.99700000972,0.716507177033,4.5248187923
10,0.627093301435,5.96496265725,0.546650717703,7.29157951878
11,0.648325358852,5.62749165922,0.708133971292,4.67179663019
12,0.68072169059,5.09558667055,0.731658692185,4.28347265352
13,0.679027113238,5.12270392927,0.728070175439,4.36752801376
14,0.701355661882,4.77508772365,0.739633173844,4.1562069393
15,0.678728070175,5.13496746856,0.602073365136,6.34034952022
16,0.696172248804,4.85406545206,0.737639553334,4.19440244713
17,0.704744816587,4.72265852398,0.700956937799,4.80470252524
18,0.69976076555,4.80429545002,0.734848484753,4.24237258088
19,0.683114035088,5.08312922674,0.675438596491,5.20806903391
20,0.685307017544,5.04655827211,0.730861244019,4.2933581852
21,0.712519936204,4.59772200035,0.736044657002,4.21537573168
22,0.717204944179,4.5213019003,0.728468899426,4.32719834103
23,0.675637958533,5.18269090628,0.695773524721,4.8770390811
24,0.679226475279,5.14189268399,0.649920255278,5.57599764571
25,0.688596491228,4.96500668419,0.679425837416,5.11270293772
26,0.702751196172,4.74831786602,0.746810207432,4.05806455829
27,0.726774322169,4.37434990573,0.750797448261,3.99049106796
28,0.720494417863,4.46889645986,0.661881977767,5.38523035901
29,0.709629186603,4.64828065866,0.74800637968,4.03493391094
30,0.725079744817,4.39828183318,0.706539074865,4.71638639799
31,0.72557814992,4.3921491373,0.717703349282,4.50496758259
32,0.717703349282,4.50779281558,0.739633173749,4.16924440569
33,0.737141148325,4.20836983857,0.744019138661,4.09466726998
34,0.734350079745,4.25578859543,0.750797448071,3.99082341795
35,0.726475279107,4.36850404301,0.709330143541,4.67477952876
36,0.711124401914,4.63303598196,0.725677830941,4.38473267065
37,0.715909090909,4.5501849285,0.721690590112,4.46529498694
38,0.722488038278,4.43406038454,0.704545454545,4.71288491091
39,0.723983253589,4.41409548866,0.721690590112,4.46269812265
40,0.724581339713,4.42117197924,0.747208931515,4.05145522833
41,0.73504784689,4.24546154857,0.74800637968,4.03305025629
42,0.733951355662,4.26412209918,0.730462519936,4.32138968648
43,0.741726475279,4.13351856638,0.751196172154,3.98442585693
44,0.736144338118,4.22119119514,0.750398723988,3.99710747414
45,0.718600478469,4.49643568225,0.749601275822,4.00601780388
46,0.736144338118,4.22592364194,0.753987240734,3.94067653816
47,0.729964114833,4.31825876108,0.741626794353,4.14196031687
48,0.739533492823,4.17154319688,0.692185007974,4.94692760436
49,0.698963317384,4.83903837831,0.716905901116,4.54689596708
50,0.720195374801,4.49040708324,0.72687400319,4.37442155769
